X,Y
0.442136,0.198655
0.095251,0.447093
0.836583,0.663091
0.103511,0.272157
0.352408,0.786434
0.535110,0.832163
0.781349,0.369826
0.290852,0.525473
0.828665,0.620512
0.019196,0.040628
0.711503,0.398555
0.588940,0.762367
0.196289,0.723828
0.741094,0.918546
0.168996,0.558574
0.738849,0.441391
0.780492,0.547300
0.729573,0.428575
0.753381,0.581141
0.151435,0.016081
0.520300,0.341074
0.592833,0.884108
0.380197,0.672042
0.948301,0.137162
0.854442,0.514577
0.943978,0.247192
0.472289,0.280648
0.983437,0.139264
0.618977,0.769737
0.289860,0.775983
0.217329,0.146237
0.441244,0.144386
0.189600,0.414172
0.151507,0.361126
0.176533,0.227106
0.445857,0.921214
0.442406,0.614165
0.695573,0.454600
0.519849,0.987976
0.392900,0.579854
0.637537,0.587225
0.458943,0.746370
0.092419,0.673631
0.618301,0.810828
0.916761,0.662765
0.256871,0.463151
0.054281,0.574044
0.794904,0.663864
0.947100,0.959660
0.094960,0.899623
0.793438,0.388539
0.647057,0.433569
0.156533,0.817328
0.528523,0.816068
0.731655,0.900293
0.258179,0.494668
0.920040,0.373352
0.332662,0.200755
0.232957,0.338640
0.325393,0.623856
0.632628,0.581887
0.323665,0.848273
0.163884,0.558158
0.303264,0.472076
0.160759,0.303404
0.052889,0.884470
0.051407,0.716606
0.198023,0.579453
0.848926,0.325779
0.778445,0.786260
0.681331,0.830365
0.128793,0.596757
0.976028,0.321390
0.687895,0.099186
0.224140,0.324497
0.470445,0.364319
0.070910,0.603602
0.890952,0.469277
0.814764,0.158191
0.725963,0.859096
0.230553,0.863566
0.189140,0.952607
0.908006,0.408206
0.905531,0.116814
0.571808,0.238115
0.067413,0.106716
0.201981,0.952224
0.477101,0.369637
0.092648,0.428020
0.928625,0.029836
0.211058,0.400626
0.732242,0.804544
0.900426,0.327123
0.221210,0.494231
0.208595,0.558483
0.170503,0.806538
0.921188,0.247237
0.135421,0.130149
0.568026,0.810846
0.264360,0.949745
0.279058,0.575835
0.107774,0.251449
0.583926,0.832603
0.166831,0.797620
0.541053,0.267045
0.794865,0.265486
0.778474,0.888746
0.584589,0.713786
0.863383,0.603126
0.649165,0.142902
0.475982,0.411823
0.131689,0.004050
0.946101,0.113919
0.416865,0.544294
0.097767,0.030881
0.148899,0.317782
0.038097,0.911735
0.344087,0.159338
0.772959,0.323392
0.461099,0.679757
0.963860,0.758512
0.366417,0.811734
0.216896,0.147142
0.566230,0.827502
0.990374,0.436518
0.817094,0.847297
0.990922,0.078831
0.596496,0.752368
0.845522,0.744243
0.872587,0.960790
0.551024,0.251329
0.052163,0.893255
0.911266,0.222534
0.649347,0.872675
0.652834,0.226524
0.275774,0.642148
0.435621,0.245627
0.966502,0.889904
0.839685,0.230588
0.705443,0.532551
0.776158,0.944038
0.750176,0.271534
0.821822,0.879199
0.747598,0.297912
0.347726,0.587384
0.706383,0.374033
0.142224,0.850549
0.569439,0.450188
0.576875,0.510159
0.587657,0.213067
0.483245,0.666117
0.896949,0.890798
0.799749,0.453391
0.348385,0.137631
0.113737,0.197046
0.526081,0.506009
0.318585,0.309705
0.186531,0.716914
0.429194,0.132472
0.251425,0.093729
0.364582,0.194483
0.103060,0.038587
0.943425,0.367546
0.390871,0.051194
0.691356,0.239760
0.618907,0.303621
0.600875,0.118898
0.593311,0.178845
0.983840,0.468011
0.671229,0.727178
0.285957,0.036202
0.474174,0.834444
0.217883,0.643393
0.405567,0.642837
0.847918,0.228452
0.150776,0.366446
0.280025,0.159509
0.511659,0.537657
0.133621,0.697306
0.786940,0.439755
0.769744,0.517893
0.736441,0.408836
0.874646,0.142622
0.119557,0.153590
0.938700,0.309336
0.790864,0.107241
0.779966,0.533732
0.055797,0.518993
0.422016,0.162311
0.745496,0.916659
0.469296,0.074777
0.771515,0.111858
0.769587,0.518587
0.800362,0.484781
0.547834,0.658479
0.890409,0.743240
0.416025,0.350202
0.172340,0.888525
0.408944,0.152678
0.851966,0.705020
0.541066,0.850093
0.080287,0.620013
0.996610,0.725943
0.682608,0.386269
0.664730,0.191830
0.778309,0.583280
0.590615,0.903649
0.677243,0.444449
0.776957,0.819803
0.685013,0.168016
0.791285,0.180532
0.584743,0.762493
0.821387,0.328571
0.163365,0.067020
0.177019,0.837588
0.074527,0.881173
0.901633,0.295141
0.310826,0.650274
0.258977,0.177224
0.759285,0.798474
0.748171,0.775672
0.644765,0.199686
0.138015,0.577354
0.879011,0.259283
0.617108,0.137945
0.059301,0.084475
0.491585,0.105724
0.334494,0.093240
0.376817,0.339301
0.759452,0.473431
0.106661,0.497364
0.815372,0.472030
0.616040,0.920206
0.315505,0.516992
0.806434,0.426456
0.730297,0.638564
0.355498,0.439260
0.850039,0.594122
0.617264,0.864933
0.798423,0.851198
0.270646,0.944243
0.468474,0.788868
0.092742,0.156858
0.488088,0.620224
0.627605,0.720840
0.953077,0.892759
0.138643,0.805141
0.224477,0.322518
0.983146,0.414631
0.088259,0.655776
0.331112,0.849093
0.279274,0.858800
0.612083,0.243140
0.965806,0.581505
0.357695,0.014944
0.356850,0.290930
0.403053,0.346904
0.158653,0.163431
0.567204,0.199527
0.200934,0.118353
0.182624,0.520665
0.159954,0.500032
0.419726,0.841959
0.460734,0.233170
0.031076,0.375138
0.588261,0.422943
0.728273,0.539825
0.491675,0.850811
0.879271,0.759257
0.569702,0.016136
0.123162,0.932493
0.876040,0.856330
0.263258,0.062369
0.103340,0.542542
0.915237,0.212013
0.624902,0.212133
0.481193,0.435862
0.222220,0.931259
0.712735,0.434715
0.408477,0.212355
0.342725,0.558792
0.909017,0.164059
0.903041,0.425004
0.198719,0.402143
0.327089,0.838513
0.674094,0.288550
0.679322,0.502292
0.449908,0.333057
0.091567,0.226652
0.915835,0.278520
0.326396,0.828386
0.343188,0.766694
0.216506,0.900784
0.629546,0.896550
0.298829,0.272459
0.441133,0.820111
0.940248,0.098348
0.260380,0.426613
0.876508,0.875313
0.669420,0.654110
0.608158,0.091292
0.233555,0.475424
0.932929,0.498963
0.215384,0.449901
0.172093,0.823373
0.669428,0.781609
0.267595,0.252452
0.433500,0.992147
0.902975,0.464418
0.267178,0.263406
0.499978,0.454392
0.208071,0.926478
0.412740,0.314127
0.052411,0.298855
0.950015,0.677865
0.298073,0.639569
0.482640,0.896204
0.178989,0.266495
0.338541,0.356610
0.124205,0.434628
0.495762,0.629821
0.775806,0.459390
0.323607,0.603231
0.772953,0.954913
0.374505,0.049181
0.315101,0.518367
0.658971,0.722741
0.166665,0.243771
0.822007,0.293966
0.178714,0.319268
0.697622,0.733285
0.657884,0.013365
0.873066,0.779391
0.868936,0.819192
0.276601,0.036329
0.072680,0.154678
0.582476,0.293765
0.476031,0.634525
0.965846,0.379699
0.523632,0.809833
0.130167,0.308757
0.444135,0.044224
0.382437,0.699744
0.274359,0.141687
0.558504,0.009507
0.692653,0.553837
0.450047,0.015813
0.490749,0.655076
0.453579,0.467017
0.685391,0.020761
0.237913,0.239160
0.930377,0.397135
0.070545,0.118297
0.007980,0.374372
0.160596,0.340437
0.017886,0.823963
0.875982,0.271294
0.236096,0.334967
0.250773,0.916716
0.539255,0.556465
0.923724,0.888182
0.532508,0.332618
0.310638,0.912685
0.266228,0.611503
0.010106,0.689877
0.794301,0.758892
0.057617,0.397574
0.469566,0.817072
0.480309,0.763025
0.475177,0.589904
0.964303,0.774016
0.565365,0.834945
0.790714,0.124439
0.819840,0.143484
0.260609,0.295005
0.204749,0.591397
0.460885,0.929304
0.771730,0.344418
0.026025,0.477271
0.201978,0.803329
0.495178,0.503573
0.180731,0.857737
0.718240,0.329765
0.790631,0.418693
0.833677,0.766373
0.507573,0.812146
0.715651,0.356228
0.370844,0.560102
0.411243,0.829146
0.197526,0.854291
0.304551,0.443673
0.295600,0.509724
0.642944,0.884232
0.353274,0.480504
0.224287,0.595534
0.191510,0.823036
0.601485,0.385156
0.362794,0.557786
0.172233,0.536089
0.106032,0.655532
0.567258,0.259722
0.977699,0.802849
0.240283,0.383608
0.622717,0.585870
0.417464,0.497320
0.806222,0.401662
0.423723,0.203369
0.764439,0.197609
0.659095,0.419968
0.643461,0.664588
0.828009,0.880230
0.880037,0.574925
0.862399,0.707974
0.568183,0.306158
0.911550,0.729323
0.072203,0.886426
0.563688,0.802170
0.564893,0.567642
0.953759,0.582840
0.557726,0.080163
0.885449,0.438057
0.784865,0.925678
0.612177,0.291309
0.864411,0.422223
0.168437,0.870851
0.056573,0.702758
0.237802,0.609088
0.922831,0.967788
0.917896,0.658836
0.754923,0.142760
0.207096,0.936176
0.592984,0.724359
0.200858,0.309369
0.092382,0.387807
0.555737,0.058107
0.123086,0.586080
0.687243,0.348715
0.996292,0.021513
0.628296,0.379617
0.489693,0.875594
0.361138,0.822371
0.390792,0.813407
0.253867,0.670137
0.252757,0.831817
0.847296,0.434533
0.650814,0.672414
0.606950,0.395073
0.350732,0.965230
0.438553,0.702952
0.154809,0.996710
0.513787,0.170723
0.949526,0.942142
0.521616,0.312627
0.882934,0.657225
0.844595,0.912109
0.961689,0.845915
0.144523,0.383856
0.814930,0.839402
0.300417,0.817639
0.368340,0.261181
0.431674,0.452279
0.046902,0.858542
0.055195,0.386467
0.521116,0.918698
0.698922,0.733616
0.825280,0.348673
0.776972,0.484679
0.873359,0.239986
0.616814,0.308042
0.582458,0.816907
0.222785,0.512971
0.031267,0.571225
0.101219,0.770155
0.099794,0.964740
0.641930,0.277563
0.655256,0.618337
0.959023,0.791202
0.661411,0.311828
0.182368,0.898385
0.614920,0.394151
0.114295,0.964706
0.673977,0.566444
0.454116,0.066392
0.598772,0.819999
0.286173,0.254296
0.373429,0.291738
0.125547,0.305491
0.282912,0.250677
0.519987,0.762306
0.601271,0.120916
0.017717,0.636946
0.833944,0.442650
0.636708,0.536045
0.406556,0.201982
0.734489,0.218705
0.574459,0.705261
0.590251,0.686512
0.554362,0.147897
0.789997,0.449995
0.553793,0.689637
0.687922,0.604421
0.943621,0.458625
0.129959,0.285171
0.333714,0.914617
0.335704,0.967386
0.077228,0.690460
0.369704,0.656609
0.805590,0.506991
0.775743,0.202155
0.069060,0.582273
0.351879,0.472728
0.197920,0.902982
0.598899,0.610342
0.220961,0.194093
0.171163,0.111902
0.998674,0.652899
0.544665,0.681828
0.880202,0.727659
0.058163,0.977960
0.422615,0.223867
0.311671,0.293093
0.693039,0.365949
0.459817,0.287290
0.523137,0.444463
0.747979,0.290376
0.060599,0.380003
0.868447,0.909704
0.418083,0.332471
0.174615,0.121265
0.381180,0.138491
0.012534,0.666471
0.409006,0.200472
0.056494,0.383528
0.111808,0.389420
0.344253,0.766292
0.764650,0.747929
0.540113,0.245917
0.476284,0.110921
0.672562,0.702071
0.670762,0.631819
0.068227,0.111648
0.978668,0.682718
0.094957,0.194607
0.938088,0.383219
0.547302,0.467352
0.792948,0.453451
0.906091,0.429139
0.444205,0.692348
0.792106,0.846106
0.766667,0.698196
0.337444,0.331660
0.240862,0.783537
0.537330,0.319399
0.314282,0.231192
0.337460,0.840066
0.632750,0.798615
0.328208,0.266781
0.971990,0.951658
0.621153,0.503100
0.690677,0.153805
0.966563,0.298790
0.332235,0.032705
0.746839,0.902166
0.380631,0.149565
0.085835,0.957265
0.087120,0.440530
0.193712,0.279726
0.567024,0.891878
0.821342,0.350850
0.254468,0.457100
0.165515,0.328803
0.294238,0.784056
0.392641,0.607565
0.709298,0.796582
0.254075,0.690610
0.370043,0.628727
0.388044,0.256039
0.655824,0.394301
0.894111,0.353855
0.138367,0.999821
0.984808,0.270733
0.211376,0.639590
0.096690,0.342767
0.187448,0.546426
0.783499,0.165994
0.487944,0.410871
0.647132,0.960293
0.958146,0.132818
0.734370,0.792915
0.526327,0.427814
0.946813,0.646529
0.163241,0.130269
0.263929,0.813020
0.311604,0.966074
0.151973,0.533422
0.764547,0.727973
0.436087,0.812449
0.175753,0.228419
0.785452,0.135367
0.781421,0.419294
0.806460,0.187421
0.781623,0.384912
0.067820,0.434409
0.120534,0.278010
0.902292,0.535923
0.669667,0.383632
0.278431,0.786577
0.377351,0.479572
0.524347,0.806254
0.058635,0.599179
0.908027,0.497807
0.553836,0.388281
0.401968,0.861603
0.266721,0.444134
0.452340,0.816551
0.947203,0.046650
0.366490,0.602089
0.349366,0.632150
0.374673,0.411187
0.096353,0.531999
0.311830,0.384540
0.760662,0.661531
0.530332,0.643877
0.310769,0.913730
0.371363,0.605122
0.653578,0.094927
0.025537,0.435263
0.572291,0.061838
0.240480,0.453575
0.481296,0.916716
0.930002,0.527819
0.682244,0.442571
0.855082,0.756245
0.061148,0.696523
0.400114,0.016496
0.588763,0.382306
0.269053,0.047568
0.049624,0.279162
0.950147,0.571021
0.418768,0.606445
0.251695,0.646239
0.032963,0.334033
0.872633,0.370922
0.300881,0.228676
0.703172,0.601029
0.107309,0.593879
0.440369,0.761528
0.228161,0.099431
0.813960,0.644471
0.191493,0.787023
0.578282,0.181174
0.898289,0.022708
0.573103,0.769121
0.201000,0.011775
0.357599,0.589979
0.834422,0.430419
0.151251,0.626751
0.277464,0.678333
0.336091,0.787991
0.695267,0.662096
0.064328,0.409823
0.192840,0.349104
0.625740,0.701260
0.439749,0.223265
0.377035,0.363005
0.420881,0.887077
0.203925,0.233028
0.454102,0.346462
0.316970,0.847981
0.780248,0.464565
0.300249,0.758002
0.230972,0.942774
0.285053,0.393853
0.857092,0.616049
0.846636,0.593160
0.120896,0.727391
0.166686,0.557108
0.792450,0.669402
0.766212,0.158013
0.621331,0.524403
0.300098,0.208575
0.775621,0.801838
0.738419,0.293520
0.616328,0.897324
0.849230,0.816815
0.872777,0.636676
0.416433,0.390246
0.425837,0.680546
0.604791,0.557152
0.683920,0.453531
0.876434,0.731585
0.580054,0.425809
0.304459,0.693635
0.471274,0.902718
0.641104,0.708420
0.689406,0.587241
0.744670,0.419767
0.781697,0.253118
0.265133,0.740546
0.129782,0.580909
0.382931,0.625554
0.980382,0.153558
0.785782,0.782683
0.360995,0.971015
0.528216,0.635978
0.554031,0.964922
0.560389,0.564448
0.739919,0.371215
0.237274,0.253414
0.989100,0.638679
0.444982,0.489700
0.904751,0.564705
0.142868,0.239362
0.062331,0.861305
0.096899,0.598110
0.333032,0.151987
0.597311,0.461644
0.195933,0.554433
0.539167,0.566227
0.856074,0.703433
0.219575,0.325872
0.128010,0.740836
0.981134,0.206993
0.669101,0.368134
0.305765,0.818065
0.356096,0.099738
0.954077,0.949816
0.176964,0.735691
0.523077,0.026079
0.916970,0.684658
0.721668,0.304190
0.680391,0.046423
0.833768,0.160937
0.780549,0.064440
0.841162,0.432470
0.526866,0.503286
0.686759,0.657017
0.218531,0.262146
0.887380,0.514228
0.253984,0.516296
0.275101,0.823848
0.209611,0.792645
0.437888,0.942869
0.577051,0.932133
0.484901,0.683191
0.451272,0.920917
0.059511,0.171111
0.424359,0.613525
0.068053,0.500028
0.688408,0.400925
0.524692,0.686900
0.522946,0.186869
0.344327,0.438869
0.723427,0.872373
0.051099,0.502623
0.487987,0.427134
0.494114,0.527951
0.281050,0.827220
0.561677,0.594133
0.254332,0.402181
0.795533,0.385195
0.659639,0.709216
0.081235,0.651707
0.885095,0.077503
0.127849,0.793656
0.924692,0.753629
0.091567,0.499771
0.427727,0.834877
0.112314,0.259600
0.150776,0.382857
0.836789,0.467188
0.462511,0.701896
0.704815,0.343477
0.954121,0.211879
0.532616,0.753506
0.491728,0.982636
0.938336,0.268672
0.432935,0.792554
0.655475,0.165898
0.672031,0.715460
0.812154,0.329737
0.660911,0.161944
0.392049,0.421766
0.201881,0.331523
0.027781,0.755962
0.569564,0.461697
0.693788,0.220653
0.764520,0.656471
0.249645,0.197842
0.039212,0.703928
0.154936,0.490902
0.864345,0.268285
0.192896,0.171419
0.505950,0.307024
0.466501,0.799222
0.066910,0.303349
0.354083,0.684912
0.800394,0.775259
0.155810,0.455426
0.650442,0.036789
0.310861,0.446490
0.575398,0.087051
0.358420,0.924667
0.364677,0.102311
0.964308,0.130072
0.231238,0.849923
0.696918,0.929140
0.417055,0.356028
0.192372,0.865356
0.001313,0.918138
0.757380,0.309635
0.847572,0.698977
0.372228,0.587304
0.486951,0.379098
0.294400,0.095123
0.803223,0.046589
0.095217,0.690137
0.044597,0.107589
0.287556,0.364821
0.613546,0.966107
0.093691,0.438772
0.119719,0.395884
0.875861,0.546199
0.648657,0.196894
0.130697,0.687753
0.969423,0.705382
0.213254,0.900426
0.515370,0.197993
0.608264,0.110339
0.056311,0.992559
0.810111,0.765907
0.009107,0.656174
0.574771,0.197793
0.460715,0.270188
0.310194,0.114682
0.318692,0.947419
0.367018,0.711215
0.320500,0.132664
0.810541,0.470495
0.053243,0.117797
0.600839,0.230784
0.440666,0.408664
0.065073,0.010770
0.346752,0.107544
0.856261,0.724203
0.907108,0.139818
0.728313,0.431802
0.598887,0.057287
0.440040,0.634015
0.031189,0.651750
0.274516,0.094313
0.521542,0.633892
0.282454,0.800277
0.493975,0.651452
0.491258,0.270781
0.144317,0.187372
0.035667,0.088207
0.437710,0.062670
0.331278,0.750222
0.195834,0.481878
0.859914,0.064200
0.700362,0.175444
0.617387,0.558399
0.021614,0.500825
0.420169,0.400345
0.111985,0.380963
0.555598,0.748184
0.591303,0.750242
0.481231,0.603405
0.322424,0.551462
0.897376,0.088546
0.193123,0.600267
0.725583,0.730158
0.917516,0.452843
0.116528,0.088119
0.060134,0.795548
0.888138,0.459619
0.324158,0.385206
0.813292,0.831001
0.436559,0.388899
0.011678,0.055986
0.828517,0.147524
0.098196,0.806561
0.263072,0.104523
0.395495,0.519088
0.397195,0.652425
0.958476,0.947785
0.057041,0.273500
0.157416,0.079757
0.888635,0.307865
0.281066,0.503921
0.744842,0.205576
0.204104,0.484738
0.737610,0.274528
0.718633,0.802278
0.400115,0.264076
0.212907,0.221815
0.703507,0.309669
0.218191,0.311128
0.909394,0.391523
0.695147,0.544031
0.297310,0.112049
0.726197,0.349473
0.544637,0.166689
0.806390,0.014852
0.506115,0.545584
0.074721,0.692697
0.469035,0.652897
0.697845,0.330224
0.149342,0.972692
0.322962,0.313203
0.877001,0.899224
0.342363,0.900555
0.532394,0.396112
0.579265,0.291742
0.389921,0.747428
0.461189,0.265672
0.941206,0.384946
0.161816,0.429125
0.091141,0.407153
0.071924,0.935518
0.639901,0.384038
0.055834,0.392893
0.967816,0.356288
0.474492,0.233504
0.577186,0.848410
0.300752,0.199384
0.695588,0.206564
0.228202,0.843776
0.112918,0.047974
0.730460,0.419856
0.252753,0.864832
0.133961,0.705624
0.472163,0.675614
0.241149,0.160725
0.357294,0.516928
0.428094,0.792059
0.451642,0.139158
0.296883,0.918262
0.378480,0.181425
0.930360,0.600621
0.772890,0.496010
0.362762,0.391785
0.716815,0.685369
0.483511,0.072649
0.373659,0.451315
0.595780,0.202949
0.618622,0.279306
0.588823,0.406393
0.182177,0.090430
0.735938,0.562504
0.502180,0.053003
0.042305,0.302593
0.246552,0.773784
0.506800,0.031113
0.355708,0.620747
0.164824,0.793354
0.136742,0.818731
0.166178,0.478325
0.622093,0.320850
0.938720,0.022477
0.815608,0.226972
0.501698,0.311031
0.745371,0.436654
0.607543,0.828895
0.911342,0.354359
0.439745,0.228293
0.761559,0.057808
0.748532,0.206224
0.825353,0.171054
0.425550,0.433147
0.249129,0.202322
0.713207,0.698436
0.888066,0.327894
0.585109,0.276258
0.112763,0.159717
0.017861,0.814012
0.287246,0.903303
0.153356,0.140536
0.563839,0.742024
0.554765,0.572629
0.455417,0.189620
0.375841,0.350957
0.635990,0.335686
0.953916,0.930695
0.500007,0.486873
0.223157,0.435670
0.849151,0.488125
0.238096,0.876018
0.825310,0.379500
0.026091,0.316971
0.854891,0.621803
0.742472,0.364712
0.507180,0.660116
0.026576,0.437455
0.656252,0.904916
0.165884,0.658984
0.325780,0.271867
0.034153,0.783770
0.787025,0.476775
0.477112,0.184134
0.788467,0.662279
0.499310,0.560080
0.935993,0.779840
0.640101,0.652558
0.769786,0.781150
0.177629,0.554205
0.886792,0.897320
0.547015,0.860788
0.887049,0.096918
0.148476,0.799930
0.970685,0.562919
0.973174,0.100680
0.833347,0.703040
0.222728,0.954372
0.084782,0.620798
0.051219,0.164252
0.683570,0.622309
